17148201,1
17148202,1
17148203,0
17148204,1
17148205,0
17148206,1
17148207,1
17148208,1
17148209,1
17148210,0
17148301,0
17148302,1
17148303,0
17148304,1
17148305,1
17148306,1
17148307,1
17148308,1
17148309,1
17148310,1
17148311,0
17148312,1
17148313,1
17148314,0
17148315,1
17148316,1
17148317,1
17148401,0
17148402,1
17148403,0
17148404,1
17148405,1
17148406,1
17148407,1
17148408,0
17148409,0
17148410,1
17148501,1
17148502,0
17148503,1
17148504,1
17148505,1
17148506,1
17148507,1
17148508,0
17148509,1
17148601,1
17148602,1
17148603,0
17148604,1
17148605,1
17148606,1
17148607,0
17148608,0
17148609,0
17148610,0
17148611,1
17148612,1
17148613,1
17148614,0
17148615,1
17148616,1
17148617,1
17148618,0
17148619,0
17148620,0
17148621,0
17148622,1
17148623,0
17148624,0
17148625,1
17148626,1
17148627,0
17148628,0
17148629,1
17148701,1
17148702,1
17148703,1
17148704,1
17148705,1
17148706,1
17148707,1
17148708,1
17148709,1
17148710,1
17148711,1
17148712,1
17148713,1
17148714,1
17148715,1
17148716,1
17148717,1
17148718,0
17148719,1
17148720,1
17148721,1
17148801,1
17148802,1
17148803,1
17148804,1
17148805,1
17148806,1
17148807,1
17148808,0
17148809,1
17148901,1
17148902,1
17148903,0
17148904,1
17148905,0
17148906,1
17148907,1
17148908,1
17148909,1
17148910,1
17148911,1
17148912,1
17148913,1
17148914,1
17148915,1
17148916,1
17148917,1
17148918,1
17148919,1
17149001,1
17149002,1
17149003,1
17149004,1
17149005,1
17149006,1
17149007,1
17149008,1
17149009,1
17149010,1
17149011,1
17149012,1
17149013,1
17149014,0
17149015,1
17149016,0
17149101,1
17149102,1
17149103,1
17149104,1
17149105,1
17149106,1
17149107,1
17149108,1
17149109,1
17149110,1
17149111,1
17149112,0
17149113,0
17149114,1
17149115,1
17149116,1
17149117,1
17149118,0
17149119,1
17149120,1
17149201,0
17149202,1
17149203,1
17149204,0
17149205,1
17149206,1
17149207,1
17149208,1
17149209,1
17149301,1
17149302,1
17149303,1
17149304,1
17149305,1
17149306,1
17149307,1
17149308,1
17149309,0
17149310,1
17149311,1
17149312,1
17149313,1
17149314,1
17149315,1
17149316,1
17149317,1
17149318,1
17149319,1
17149401,1
17149402,1
17149403,1
17149404,1
17149405,1
17149406,1
17149407,0
17149408,1
17149501,1
17149502,1
17149503,1
17149504,1
17149505,1
17149506,1
17149507,1
17149508,0
17149509,0
17149510,1
17149511,1
17149512,0
17149513,1
17149514,1
17149515,0
17149516,1
17149517,1
17149518,1
17149519,1
17149520,1
17149601,0
17149602,1
17149603,1
17149604,0
17149605,1
17149606,1
17149607,1
17149608,1
17149609,0
17149701,1
17149702,0
17149703,1
17149704,1
17149705,1
17149706,1
17149707,0
17149708,1
17149709,1
17149801,1
17149802,1
17149803,1
17149804,1
17149805,1
17149806,1
17149807,1
17149808,1
17149809,1
17149810,1
17149901,1
17149902,1
17149903,1
17149904,0
17149905,0
17149906,1
17149907,1
17149908,1
17149909,0
17149910,1
17149911,1
17149912,1
17149913,1
17149914,1
17149915,1
17149916,1
17149917,1
17149918,1
17149919,1
17149920,1
17149921,1
17149922,1
17149923,1
17150001,1
17150002,1
17150003,1
17150004,1
17150005,1
17150006,1
17150007,1
17150008,1
17150009,1
17150010,0
17150011,1
17150012,1
17150013,0
17150014,1
17150015,0
17150016,1
17150017,1
17150018,1
17150019,0
17150020,1
17150021,1
17150101,0
17150102,1
17150103,1
17150104,1
17150105,1
17150106,1
17150107,1
17150108,1
17150109,0
17150110,1
17150111,1
17150112,1
17150113,1
17150114,1
17150115,1
17150201,1
17150202,0
17150203,1
17150204,1
17150205,1
17150206,0
17150207,1
17150208,1
17150209,1
17150210,1
17150301,1
17150302,1
17150303,1
17150304,1
17150305,1
17150306,1
17150307,1
17150308,0
17150309,1
17150310,1
17150311,1
17150312,0
17150313,1
17150314,1
17150315,1
17150316,1
17150317,1
17150401,1
17150402,1
17150403,1
17150404,1
17150405,1
17150406,1
17150407,1
17150408,0
17150409,1
17150410,0
17150411,1
17150412,1
17150413,1
17150414,1
17150415,0
17150416,1
17150417,1
17150418,1
17150419,1
17150420,1
17150421,1
17150422,1
17150423,1
17150501,1
17150502,0
17150503,0
17150504,1
17150505,1
17150506,1
17150507,1
17150508,1
17150509,1
17150510,1
17150511,1
17150512,0
17150513,0
17150514,1
17150515,1
17150516,1
17150517,1
17150518,1
17150519,1
17150520,1
17150521,1
17150522,1
17150523,1
17150601,1
17150602,0
17150603,1
17150604,1
17150605,1
17150606,1
17150607,1
17150608,1
17150609,1
17150610,1
17150701,1
17150702,0
17150703,0
17150704,1
17150705,1
17150706,1
17150707,0
17150708,1
17150709,0
17150710,0
17150711,1
17150712,1
17150713,1
17150714,1
17150715,1
17150716,1
17150717,1
17150718,1
17150719,1
17150720,1
17150801,1
17150802,1
17150803,1
17150804,1
17150805,1
17150806,0
17150807,1
17150808,1
17150809,1
17150810,0
17150901,1
17150902,1
17150903,1
17150904,1
17150905,1
17150906,1
17150907,1
17150908,1
17150909,1
17150910,0
17150911,1
17150912,1
17150913,1
17150914,1
17150915,1
17150916,1
17150917,1
17150918,1
17150919,1
17150920,1
17151001,1
17151002,1
17151003,1
17151004,0
17151005,1
17151006,1
17151007,1
17151008,0
17151009,1
17151010,1
17151011,1
17151012,0
17151013,0
17151014,1
17151015,1
17151016,1
17151017,1
17151018,1
17151019,0
17151020,1
17151021,1
17151022,1
17151023,1
17151024,1
17151101,1
17151102,1
17151103,1
17151104,1
17151105,1
17151106,1
17151107,0
17151108,1
17151201,1
17151202,1
17151203,1
17151204,1
17151205,1
17151206,1
17151207,1
17151208,1
17151209,1
17151210,0
17151211,0
17151212,1
17151213,0
17151214,1
17151215,0
17151216,1
17151217,1
17151218,0
17151219,1
17151220,1
17151221,1
17151301,1
17151302,0
17151303,1
17151304,1
17151305,1
17151306,1
17151307,1
17151308,1
17151309,1
17151310,1
17151401,1
17151402,1
17151403,1
17151404,0
17151405,1
17151406,1
17151407,1
17151408,1
17151409,1
17151410,1
17151411,1
17151412,1
17151413,1
17151414,1
17151415,1
17151416,1
17151417,1
17151418,1
17151419,1
17151420,1
17151421,0
17151422,1
17151423,0
17151424,0
17151501,0
17151502,1
17151503,0
17151504,1
17151505,1
17151506,1
17151507,1
17151508,0
17151509,1
17151510,1
17151601,1
17151602,1
17151603,1
17151604,1
17151605,0
17151606,1
17151607,1
17151608,1
17151609,1
17151610,1
17151701,1
17151702,1
17151703,1
17151704,1
17151705,0
17151706,0
17151707,1
17151708,1
17151709,0
17151710,0
17151711,0
17151712,1
17151713,1
17151714,1
17151715,1
17151716,1
17151717,1
17151718,1
17151719,1
17151720,1
17151721,1
17151801,1
17151802,1
17151803,1
17151804,1
17151805,0
17151806,1
17151807,1
17151808,1
17151809,1
17151810,1
17151811,1
17151812,1
17151813,1
17151814,1
17151815,1
17151816,1
17151817,1
17151818,1
17151819,1
17151820,1
17151821,1
17151901,1
17151902,0
17151903,1
17151904,1
17151905,1
17151906,0
17151907,0
17151908,1
17151909,1
17151910,1
17152001,1
17152002,1
17152003,1
17152004,1
17152005,1
17152006,0
17152007,0
