17148201,0
17148202,0
17148203,1
17148204,0
17148205,0
17148206,0
17148207,0
17148208,0
17148209,0
17148210,1
17148301,0
17148302,0
17148303,0
17148304,1
17148305,0
17148306,0
17148307,0
17148308,0
17148309,0
17148310,1
17148311,0
17148312,0
17148313,0
17148314,0
17148315,0
17148316,0
17148317,0
17148401,0
17148402,0
17148403,0
17148404,0
17148405,0
17148406,0
17148407,0
17148408,0
17148409,0
17148410,0
17148501,0
17148502,0
17148503,1
17148504,0
17148505,0
17148506,1
17148507,1
17148508,0
17148509,0
17148601,0
17148602,0
17148603,0
17148604,0
17148605,0
17148606,0
17148607,1
17148608,0
17148609,0
17148610,0
17148611,0
17148612,1
17148613,1
17148614,0
17148615,0
17148616,0
17148617,0
17148618,0
17148619,0
17148620,0
17148621,0
17148622,0
17148623,0
17148624,0
17148625,1
17148626,1
17148627,0
17148628,0
17148629,0
17148701,0
17148702,1
17148703,0
17148704,0
17148705,0
17148706,0
17148707,1
17148708,1
17148709,1
17148710,1
17148711,0
17148712,0
17148713,0
17148714,0
17148715,0
17148716,0
17148717,0
17148718,1
17148719,0
17148720,0
17148721,1
17148801,0
17148802,0
17148803,0
17148804,0
17148805,0
17148806,0
17148807,0
17148808,0
17148809,0
17148901,1
17148902,0
17148903,0
17148904,0
17148905,1
17148906,0
17148907,0
17148908,1
17148909,1
17148910,0
17148911,0
17148912,0
17148913,0
17148914,0
17148915,0
17148916,0
17148917,0
17148918,0
17148919,0
17149001,0
17149002,0
17149003,0
17149004,1
17149005,1
17149006,0
17149007,0
17149008,0
17149009,1
17149010,0
17149011,0
17149012,0
17149013,0
17149014,0
17149015,0
17149016,0
17149101,1
17149102,0
17149103,0
17149104,0
17149105,0
17149106,0
17149107,0
17149108,0
17149109,0
17149110,0
17149111,0
17149112,1
17149113,0
17149114,0
17149115,0
17149116,0
17149117,0
17149118,1
17149119,0
17149120,0
17149201,0
17149202,0
17149203,1
17149204,0
17149205,0
17149206,0
17149207,1
17149208,1
17149209,0
17149301,0
17149302,0
17149303,0
17149304,0
17149305,1
17149306,0
17149307,0
17149308,1
17149309,0
17149310,0
17149311,0
17149312,0
17149313,1
17149314,0
17149315,0
17149316,0
17149317,0
17149318,0
17149319,0
17149401,0
17149402,0
17149403,0
17149404,0
17149405,0
17149406,0
17149407,0
17149408,0
17149501,0
17149502,0
17149503,0
17149504,0
17149505,0
17149506,0
17149507,0
17149508,0
17149509,0
17149510,0
17149511,0
17149512,0
17149513,0
17149514,0
17149515,0
17149516,0
17149517,0
17149518,0
17149519,0
17149520,0
17149601,0
17149602,0
17149603,1
17149604,1
17149605,1
17149606,1
17149607,1
17149608,1
17149609,1
17149701,0
17149702,0
17149703,0
17149704,0
17149705,0
17149706,0
17149707,0
